Source,Target,Decision,Reason,NER_Status,tokens_src,tokens_tgt
"within five days they were able to sell their home in texas and to step over into macedonia, as it were.",guyyaa shan gidduutti manasaanii isa teeksaas jiru gurguranii maqedooniyaatti ce anii gargaaruu jalqaban.,KEEP,VALID,CONSISTENT,"within five days they were able to sell their home in texas and to step over into macedonia, as it were.",guyyaa shan gidduutti manasaanii isa teeksaas jiru gurguranii maqedooniyaatti ce anii gargaaruu jalqaban.
evidently he left some with his friend carpus in troas.,isaan keessaa tokko tokko michuusaa kaarphos biratti xiro'aasitti akka dhiise hubachuu dandeenya.,KEEP,VALID,CONSISTENT,evidently he left some with his friend carpus in troas.,isaan keessaa tokko tokko michuusaa kaarphos biratti xiro'aasitti akka dhiise hubachuu dandeenya.
what do those words mean?,"iyoob , kana jechuunsaa maal jechuusaa ture?",KEEP,VALID,CONSISTENT,what do those words mean?,"iyoob , kana jechuunsaa maal jechuusaa ture?"
"thus, the roman commander would be anxious to detain the supposed leader of such a group.","kanaaf ajajaan waraanaa warra roomaa, nama geggeessaa garee finciltoota akkasii ta'a jedhamee yaadame hidhuuf hawwii guddaa qaba ture.",KEEP,VALID,CONSISTENT,"thus, the roman commander would be anxious to detain the supposed leader of such a group.","kanaaf ajajaan waraanaa warra roomaa, nama geggeessaa garee finciltoota akkasii ta'a jedhamee yaadame hidhuuf hawwii guddaa qaba ture."
"a poor widow hugs her boy, her only child.","haati hiyyeessaa harka qalleettii taate, ilmashee isa tokkicha hammattee jirti.",KEEP,VALID,CONSISTENT,"a poor widow hugs her boy, her only child.","haati hiyyeessaa harka qalleettii taate, ilmashee isa tokkicha hammattee jirti."
"the devil s challenge no doubt aroused indignation, anger, and contempt among heavenly creatures loyal to god.",mormiin seexanni kaase uumamawwan samii waaqayyoof amanamoo ta'an gidduutti aarii guddaanii fi tuffiin akka uumamuu godhee akka ture hin shakkisiisu.,KEEP,VALID,CONSISTENT,"the devil s challenge no doubt aroused indignation, anger, and contempt among heavenly creatures loyal to god.",mormiin seexanni kaase uumamawwan samii waaqayyoof amanamoo ta'an gidduutti aarii guddaanii fi tuffiin akka uumamuu godhee akka ture hin shakkisiisu.
"more than million anti mosquito nets are distributed to such areas since last year, she noted.","bara darbe agoobarri farra bookee busaa miliyoona ol ta'an bara darbe rabsamaniiru, jechuunis ibsiteetti.",KEEP,VALID,CONSISTENT,"more than million anti mosquito nets are distributed to such areas since last year, she noted.","bara darbe agoobarri farra bookee busaa miliyoona ol ta'an bara darbe rabsamaniiru, jechuunis ibsiteetti."
"i thought he was watching me, but only from a distance.","inni akka na ilaalu kanan yaadu ta'us, kan na ilaalu fagoo taa'ee akka ta'e natti dhaga'ama ture.",KEEP,VALID,CONSISTENT,"i thought he was watching me, but only from a distance.","inni akka na ilaalu kanan yaadu ta'us, kan na ilaalu fagoo taa'ee akka ta'e natti dhaga'ama ture."
the master rightly pronounced him wicked and sluggish.,"kanaaf, gooftichi hamaa fi dhibaa'aa isaan jechuun isaa sirrii dha.",KEEP,VALID,CONSISTENT,the master rightly pronounced him wicked and sluggish.,"kanaaf, gooftichi hamaa fi dhibaa'aa isaan jechuun isaa sirrii dha."
"throughout my life, jehovah has strengthened me by means of his word.",yihowaan guutummaa jireenyakoo keessatti karaa macaafa qulqulluu na jajjabeesseera.,KEEP,VALID,CONSISTENT,"throughout my life, jehovah has strengthened me by means of his word.",yihowaan guutummaa jireenyakoo keessatti karaa macaafa qulqulluu na jajjabeesseera.
the wisest man ever to live on this earth chose not to draw on his own wisdom for answers.,"namni namoota hamma yoonaatti lafarra jiraatan caalaa ogeessaa ta'e, ogummaasaatti fayyadamee deebii kennuu dhiisuu filateera.",KEEP,VALID,CONSISTENT,the wisest man ever to live on this earth chose not to draw on his own wisdom for answers.,"namni namoota hamma yoonaatti lafarra jiraatan caalaa ogeessaa ta'e, ogummaasaatti fayyadamee deebii kennuu dhiisuu filateera."
"suggestions included organizing field service groups for five hour days and focusing on making return visits, particularly during midweek evenings.","garee tajaajilaa gurmeessuudhaan torbanitti guyyoota muraasaaf sa'aatii shan akka tajaajilan, akkasumas keessumaa guyyoota torban gidduutti jiranitti galgala galgala deddeebii gaaffii irratti akka xiyyeeffatan yaanni dhihaatee ture.",KEEP,VALID,CONSISTENT,"suggestions included organizing field service groups for five hour days and focusing on making return visits, particularly during midweek evenings.","garee tajaajilaa gurmeessuudhaan torbanitti guyyoota muraasaaf sa'aatii shan akka tajaajilan, akkasumas keessumaa guyyoota torban gidduutti jiranitti galgala galgala deddeebii gaaffii irratti akka xiyyeeffatan yaanni dhihaatee ture."
various lessons are considered in the next two study articles.,matadureewwan qayyabannaa kanatti aanan lamaanirratti barumsawwan addaddaa arganna.,KEEP,VALID,CONSISTENT,various lessons are considered in the next two study articles.,matadureewwan qayyabannaa kanatti aanan lamaanirratti barumsawwan addaddaa arganna.
"lois reflects on the serious bible command, get out of babylon the great, the world empire of false religion.",caaltuun ajaja macaafni qulqulluun baabilon guddittii bulchiinsa amantii sobaa addunyaa maraa taate keessaa ba aa!,KEEP,VALID,CONSISTENT,"lois reflects on the serious bible command, get out of babylon the great, the world empire of false religion.",caaltuun ajaja macaafni qulqulluun baabilon guddittii bulchiinsa amantii sobaa addunyaa maraa taate keessaa ba aa!
what can you do in your present circumstances?,haala amma keessa jirtuun maal gochuu dandeessa?,KEEP,VALID,CONSISTENT,what can you do in your present circumstances?,haala amma keessa jirtuun maal gochuu dandeessa?
"for safety reasons, they avoided direct contact with others in attendance.","of eeggannoodhaaf jecha, namoota walga'icharratti argaman kaanii wajjin harka wal hin qaban ykn wal hin dhungatan turan.",KEEP,VALID,CONSISTENT,"for safety reasons, they avoided direct contact with others in attendance.","of eeggannoodhaaf jecha, namoota walga'icharratti argaman kaanii wajjin harka wal hin qaban ykn wal hin dhungatan turan."
"something similar happened on the night before jesus was to die. in anguish, jesus bent his knees and began to pray, saying father, if you wish, remove this cup from me.","yesus dhiphatee jilbeenfatee yaa abbaa, kun akka fedha kee yoo ta e, xoofoo dhiphinaa ani fudhachuudhaaf jiru kana ana irraa fuudhi garuu akka ani jaalladhe utuu hin ta in, akka ati jaallatte haa ta u!",KEEP,VALID,CONSISTENT,"something similar happened on the night before jesus was to die. in anguish, jesus bent his knees and began to pray, saying father, if you wish, remove this cup from me.","yesus dhiphatee jilbeenfatee yaa abbaa, kun akka fedha kee yoo ta e, xoofoo dhiphinaa ani fudhachuudhaaf jiru kana ana irraa fuudhi garuu akka ani jaalladhe utuu hin ta in, akka ati jaallatte haa ta u!"
"of course, if they have tasted some of life s luxuries over the years, they may need to simplify their life and be satisfied with less materially.","waggoota hedduudhaaf jireenya qananii jiraachaa kan turan yoo ta'e, jireenya isaanii salphisuu fi wanta qabanitti gammaduu akka qaban beekamaa dha.",KEEP,VALID,CONSISTENT,"of course, if they have tasted some of life s luxuries over the years, they may need to simplify their life and be satisfied with less materially.","waggoota hedduudhaaf jireenya qananii jiraachaa kan turan yoo ta'e, jireenya isaanii salphisuu fi wanta qabanitti gammaduu akka qaban beekamaa dha."
in what two basic ways did jesus reveal the father to his disciples and others?,yesus karaawwan lamaan kamiin bartootasaafi namoota kaanitti abbaa mul'ise?,KEEP,VALID,CONSISTENT,in what two basic ways did jesus reveal the father to his disciples and others?,yesus karaawwan lamaan kamiin bartootasaafi namoota kaanitti abbaa mul'ise?
"together, we have enjoyed helping many cambodian people to dedicate their lives to god.","waliin taanee, namoonni kaamboodiyaa hedduun yihowaadhaaf akka of murteessan gargaarreerra.",KEEP,VALID,CONSISTENT,"together, we have enjoyed helping many cambodian people to dedicate their lives to god.","waliin taanee, namoonni kaamboodiyaa hedduun yihowaadhaaf akka of murteessan gargaarreerra."
jehovah will not personally tell us to say something encouraging to a particular individual as he told moses to encourage and strengthen joshua.,"yihowaan akkuma museen iyaasuu akka jajjabeessuu fi akka cimsu itti hime, wanta nama tokko jajjabeessu akka dubbannu dhuunfaatti nutti hin himu.",KEEP,VALID,CONSISTENT,jehovah will not personally tell us to say something encouraging to a particular individual as he told moses to encourage and strengthen joshua.,"yihowaan akkuma museen iyaasuu akka jajjabeessuu fi akka cimsu itti hime, wanta nama tokko jajjabeessu akka dubbannu dhuunfaatti nutti hin himu."
jehovah causes his creation to become whatever he chooses.,yihowaan uumamawwan isaa wanta inni barbaadu hunda akka ta'an ni godha.,KEEP,VALID,CONSISTENT,jehovah causes his creation to become whatever he chooses.,yihowaan uumamawwan isaa wanta inni barbaadu hunda akka ta'an ni godha.
"therefore, we need to ask jehovah to put us in the proper frame of mind and to give us his holy spirit.","kanaaf, yihowaan yaadaafi garaa gaarii qayyabannaa sana hubachuuf nu gargaaru, akkasumas hafuurasaa akka nuuf kennu isa gaafachuu qabna.",KEEP,VALID,CONSISTENT,"therefore, we need to ask jehovah to put us in the proper frame of mind and to give us his holy spirit.","kanaaf, yihowaan yaadaafi garaa gaarii qayyabannaa sana hubachuuf nu gargaaru, akkasumas hafuurasaa akka nuuf kennu isa gaafachuu qabna."
"reading their life stories is a source of encouragement to us because when we see what jehovah has done for these faithful ones, it strengthens our determination to serve jehovah.","seenaa jireenyaa namoota kanaa dubbisuun keenya wanta yihowaan isaanii godhe waan nu hubachiisuuf, isa tajaajiluuf murtoo goone akka cimsinu nu jajjabeessa.",KEEP,VALID,CONSISTENT,"reading their life stories is a source of encouragement to us because when we see what jehovah has done for these faithful ones, it strengthens our determination to serve jehovah.","seenaa jireenyaa namoota kanaa dubbisuun keenya wanta yihowaan isaanii godhe waan nu hubachiisuuf, isa tajaajiluuf murtoo goone akka cimsinu nu jajjabeessa."
"although jesus warned against abusing the grand privilege of prayer, he did teach his disciples how to pray. read matthew .","yesus karaa sirrii hin taaneen mirga kadhannaatti fayyadamuu ilaalchisee akeekkachiisa kan kenne ta uyyuu, bartoonnisaa akkamitti kadhachuu akka qaban isaan barsiiseera.",KEEP,VALID,CONSISTENT,"although jesus warned against abusing the grand privilege of prayer, he did teach his disciples how to pray. read matthew .","yesus karaa sirrii hin taaneen mirga kadhannaatti fayyadamuu ilaalchisee akeekkachiisa kan kenne ta uyyuu, bartoonnisaa akkamitti kadhachuu akka qaban isaan barsiiseera."
what reasons do we have for welcoming strangers among us?,namoota orma ta'anii fi nu gidduutti argaman simachuuf sababii akkamii qabna?,KEEP,VALID,CONSISTENT,what reasons do we have for welcoming strangers among us?,namoota orma ta'anii fi nu gidduutti argaman simachuuf sababii akkamii qabna?
"as a result, church tradition and opinions of later authorities were substituted for the gospels.","kanaan kan ka'es, aadaaniifi ilaalchi geggeessitoota amantii wangeelota bakka bu'eera.",KEEP,VALID,CONSISTENT,"as a result, church tradition and opinions of later authorities were substituted for the gospels.","kanaan kan ka'es, aadaaniifi ilaalchi geggeessitoota amantii wangeelota bakka bu'eera."
or we may know of an integrity keeper who has become a victim of an act of violence or has died in a terrible accident.,yookiin nama amanamaa yakki irratti raawwatame ykn balaa gaddisiisaadhaan du'e tokko beekna ta'a.,KEEP,VALID,CONSISTENT,or we may know of an integrity keeper who has become a victim of an act of violence or has died in a terrible accident.,yookiin nama amanamaa yakki irratti raawwatame ykn balaa gaddisiisaadhaan du'e tokko beekna ta'a.
"read acts chapters through , and follow him and his fellow missionaries as they open up territories and establish congregations in one place after another.","hojii ergamootaa boqonnaa hanga dubbisuudhaan, phaawulosiifi misiyoononni hidhatasaa ta'an naannoo itti lallabamee hin beekne yommuu dhaqaniifi bakka addaddaatti gumiiwwan yommuu hundeessan yaadaan ilaali.",KEEP,VALID,CONSISTENT,"read acts chapters through , and follow him and his fellow missionaries as they open up territories and establish congregations in one place after another.","hojii ergamootaa boqonnaa hanga dubbisuudhaan, phaawulosiifi misiyoononni hidhatasaa ta'an naannoo itti lallabamee hin beekne yommuu dhaqaniifi bakka addaddaatti gumiiwwan yommuu hundeessan yaadaan ilaali."
how could a loving father refuse to welcome back a son whose heart is filled with genuine remorse?,"ermiyaas abbaan jaalala qabeessa ta'e tokko, yommuu ilmisaa gochasaatti gaabbee isatti deebi'uu barbaadu isa simachuu ni didaa?",KEEP,VALID,CONSISTENT,how could a loving father refuse to welcome back a son whose heart is filled with genuine remorse?,"ermiyaas abbaan jaalala qabeessa ta'e tokko, yommuu ilmisaa gochasaatti gaabbee isatti deebi'uu barbaadu isa simachuu ni didaa?"
", . a how has isaiah come true in this time of the end?",", . a isaayaas yeroo dhumaa kanatti raawwatamaa kan jiru akkamitti?",KEEP,VALID,CONSISTENT,", . a how has isaiah come true in this time of the end?",", . a isaayaas yeroo dhumaa kanatti raawwatamaa kan jiru akkamitti?"
"they are cheering you on, delighted by your daily endurance and support of jehovah s sovereignty.","karaa biraatiin kan jiran immoo yihowaa, ilma isaa isa bulchaa jiru, dibamtoota du'aa ka'anii fi maleekota hedduu dha.",KEEP,VALID,CONSISTENT,"they are cheering you on, delighted by your daily endurance and support of jehovah s sovereignty.","karaa biraatiin kan jiran immoo yihowaa, ilma isaa isa bulchaa jiru, dibamtoota du'aa ka'anii fi maleekota hedduu dha."
"we demonstrate that this is the case by following jesus admonition keep on, then, seeking first the kingdom and his righteousness, and all these other things will be added to you.","gorsa yesus, duraan dursitanii yaada keessan mootummaa waaqayyoo fi qajeelummaa isaa barbaaduutti hidhaa! kana malees kan barbaachisu hundinuu immoo isiniif in kennama jechuudhaan kenne hojiirra oolchuudhaan yihowaadhaaf dursa akka laannu argisiisna.",KEEP,VALID,CONSISTENT,"we demonstrate that this is the case by following jesus admonition keep on, then, seeking first the kingdom and his righteousness, and all these other things will be added to you.","gorsa yesus, duraan dursitanii yaada keessan mootummaa waaqayyoo fi qajeelummaa isaa barbaaduutti hidhaa! kana malees kan barbaachisu hundinuu immoo isiniif in kennama jechuudhaan kenne hojiirra oolchuudhaan yihowaadhaaf dursa akka laannu argisiisna."
